INTLDES,NORAD_CAT_ID,OBJECT_TYPE,SATNAME,COUNTRY,LAUNCH,SITE,DECAY,PERIOD,INCLINATION,APOGEE,PERIGEE,COMMENT,COMMENTCODE,RCSVALUE,RCS_SIZE,FILE,LAUNCH_YEAR,LAUNCH_NUM,LAUNCH_PIECE,CURRENT,OBJECT_NAME,OBJECT_ID,OBJECT_NUMBER
"1968-081K","33509","DEBRIS","TITAN 3C TRANSTAGE DEB","US","1968-09-26","AFETR","","1410.66","3.84","35529","35045","","","0","SMALL","7289","1968","81","K","Y","TITAN 3C TRANSTAGE DEB","1968-081K","33509"
"1968-081L","33510","DEBRIS","TITAN 3C TRANSTAGE DEB","US","1968-09-26","AFETR","","1413.91","3.71","35639","35063","","","0","SMALL","7289","1968","81","L","Y","TITAN 3C TRANSTAGE DEB","1968-081L","33510"
"1968-081M","33511","DEBRIS","TITAN 3C TRANSTAGE DEB","US","1968-09-26","AFETR","","1429.01","4.37","36212","35084","","","0","SMALL","7289","1968","81","M","Y","TITAN 3C TRANSTAGE DEB","1968-081M","33511"
"1968-081N","33512","DEBRIS","TITAN 3C TRANSTAGE DEB","US","1968-09-26","AFETR","","1426.89","4.01","36592","34620","","","0","SMALL","7289","1968","81","N","Y","TITAN 3C TRANSTAGE DEB","1968-081N","33512"
"1968-081P","33513","DEBRIS","TITAN 3C TRANSTAGE DEB","US","1968-09-26","AFETR","","1420.18","3.82","35866","35083","","","0","SMALL","7288","1968","81","P","Y","TITAN 3C TRANSTAGE DEB","1968-081P","33513"
"1968-081R","38691","DEBRIS","TITAN 3C TRANSTAGE DEB","US","1968-09-26","AFETR","","1429.91","3.63","36511","34820","","","0","SMALL","7289","1968","81","R","Y","TITAN 3C TRANSTAGE DEB","1968-081R","38691"
"1968-081T","38693","DEBRIS","TITAN 3C TRANSTAGE DEB","US","1968-09-26","AFETR","","1400.48","2.56","35525","34648","","","0","SMALL","7288","1968","81","T","Y","TITAN 3C TRANSTAGE DEB","1968-081T","38693"
"1968-081X","38697","DEBRIS","TITAN 3C TRANSTAGE DEB *","US","1968-09-26","AFETR","","1419.34","3.16","38887","32029","","","0","SMALL","7289","1968","81","X","Y","TITAN 3C TRANSTAGE DEB *","1968-081X","38697"
"1968-081Z","38699","DEBRIS","TITAN 3C TRANSTAGE DEB","US","1968-09-26","AFETR","","1427.73","4.10","36044","35201","","","0","SMALL","7283","1968","81","Z","Y","TITAN 3C TRANSTAGE DEB","1968-081Z","38699"
"1969-013A","3691","PAYLOAD","OPS 0757 (TACSAT)","US","1969-02-09","AFETR","","1433.95","2.79","35806","35683","","","0","MEDIUM","7288","1969","13","A","Y","OPS 0757 (TACSAT)","1969-013A","3691"
"1969-013M","43454","DEBRIS","TITAN 3C TRANSTAGE DEB","US","1969-02-09","AFETR","","1400.18","4.88","37338","32823","","","0","","7289","1969","13","M","Y","TITAN 3C TRANSTAGE DEB","1969-013M","43454"
"1970-046B","4511","ROCKET BODY","ATLAS AGENA D R/B","US","1970-06-19","AFETR","","1433.59","3.97","35877","35598","","","0","","7288","1970","46","B","Y","ATLAS AGENA D R/B","1970-046B","4511"
"1970-055A","4478","PAYLOAD","INTELSAT 3-F8","ITSO","1970-07-23","AFETR","","1408.08","0.33","36615","33858","","","0","LARGE","7289","1970","55","A","Y","INTELSAT 3-F8","1970-055A","4478"
"1970-069B","27787","ROCKET BODY","ATLAS AGENA R/B","US","1970-09-01","AFETR","","1415.81","10.08","41296","29481","","","0","","7289","1970","69","B","Y","ATLAS AGENA R/B","1970-069B","27787"
"1972-010B","5854","ROCKET BODY","TITAN 3C TRANSTAGE R/B","US","1972-03-01","AFETR","","1430.32","4.75","35930","35418","","","0","","7289","1972","10","B","Y","TITAN 3C TRANSTAGE R/B","1972-010B","5854"
"1972-012C","5878","ROCKET BODY","ATLAS CENTAUR R/B(1)","US","1972-03-03","AFETR","1972-08-18","1433.02","31.31","71222","231","","","0","","1","1972","12","C","Y","ATLAS CENTAUR R/B(1)","1972-012C","5878"
"1972-101B","6318","ROCKET BODY","ATLAS AGENA R/B","US","1972-12-20","AFETR","","1407.43","13.42","40216","30231","","","0","","7289","1972","101","B","Y","ATLAS AGENA R/B","1972-101B","6318"
"1974-017A","7229","PAYLOAD","COSMOS 637","CIS","1974-03-26","TTMTR","","1428.80","6.44","35821","35466","","","0","LARGE","7289","1974","17","A","Y","COSMOS 637","1974-017A","7229"
"1974-017F","11567","ROCKET BODY","SL-12 R/B(2)","CIS","1974-03-26","TTMTR","","1425.73","6.28","35791","35376","","","0","LARGE","7289","1974","17","F","Y","SL-12 R/B(2)","1974-017F","11567"
"1974-039A","7318","PAYLOAD","ATS 6","US","1974-05-30","AFETR","","1412.05","7.46","35418","35212","","","0","LARGE","7289","1974","39","A","Y","ATS 6","1974-039A","7318"
"1974-039C","7324","ROCKET BODY","TITAN 3C TRANSTAGE R/B","US","1974-05-30","AFETR","","1430.36","8.34","35767","35582","","","0","LARGE","7289","1974","39","C","Y","TITAN 3C TRANSTAGE R/B","1974-039C","7324"
"1975-055B","7964","ROCKET BODY","ATLAS AGENA R/B","US","1975-06-18","AFETR","","1410.53","14.65","40789","29780","","","0","","7288","1975","55","B","Y","ATLAS AGENA R/B","1975-055B","7964"
"1975-100F","20962","ROCKET BODY","GOES 1 AKM","US","1975-10-16","AFETR","","1412.67","7.84","36567","34087","","","0","MEDIUM","7289","1975","100","F","Y","GOES 1 AKM","1975-100F","20962"
"1975-118A","8482","PAYLOAD","OPS 3165","US","1975-12-14","AFETR","","1432.98","7.91","35847","35604","","","0","","7289","1975","118","A","Y","OPS 3165","1975-118A","8482"
"1975-118C","8516","ROCKET BODY","TITAN 3C TRANSTAGE R/B","US","1975-12-14","AFETR","","1432.37","7.89","35769","35658","","","0","","7289","1975","118","C","Y","TITAN 3C TRANSTAGE R/B","1975-118C","8516"
"1975-123F","11568","ROCKET BODY","SL-12 R/B(2)","CIS","1975-12-22","TTMTR","","1432.79","8.15","35788","35656","","","0","LARGE","7289","1975","123","F","Y","SL-12 R/B(2)","1975-123F","11568"
"1976-023K","13753","DEBRIS","LES 8 9/SOL 11A B DEB *","US","1976-03-15","AFETR","","1420.96","10.16","35511","35468","","","0","LARGE","7288","1976","23","K","Y","LES 8 9/SOL 11A B DEB *","1976-023K","13753"
"1976-059C","8918","ROCKET BODY","TITAN 3C TRANSTAGE R/B","US","1976-06-26","AFETR","","1431.89","8.34","35751","35658","","","0","","7289","1976","59","C","Y","TITAN 3C TRANSTAGE R/B","1976-059C","8918"
"1976-107F","11569","ROCKET BODY","SL-12 R/B(2)","CIS","1976-10-26","TTMTR","","1419.34","8.31","35509","35407","","","0","LARGE","7288","1976","107","F","Y","SL-12 R/B(2)","1976-107F","11569"
"1977-038C","15422","ROCKET BODY","ATLAS AGENA R/B(2)","US","1977-05-23","AFETR","","1407.14","9.71","41529","28906","","","0","","7289","1977","38","C","Y","ATLAS AGENA R/B(2)","1977-038C","15422"
"1977-048G","20799","ROCKET BODY","GOES 2 AKM","US","1977-06-16","AFETR","","1431.64","9.59","36632","34767","","","0","MEDIUM","7289","1977","48","G","Y","GOES 2 AKM","1977-048G","20799"
"1977-092G","11571","ROCKET BODY","SL-12 R/B(2)","CIS","1977-09-20","TTMTR","","1421.71","9.04","35554","35455","","","0","LARGE","7289","1977","92","G","Y","SL-12 R/B(2)","1977-092G","11571"
"1977-092L","33519","DEBRIS","EKRAN 2 DEB","CIS","1977-09-20","TTMTR","","1434.94","11.34","36212","35316","","3","0","SMALL","7203","1977","92","L","Y","EKRAN 2 DEB","1977-092L","33519"
"1978-012D","33000","DEBRIS","IUE DEB","US","1978-01-26","AFETR","","1434.92","41.13","44542","26985","","1","0","SMALL","7233","1978","12","D","Y","IUE DEB","1978-012D","33000"
"1978-038A","10787","PAYLOAD","OPS 8790","US","1978-04-07","AFETR","","1433.17","7.71","35768","35691","","","0","","7289","1978","38","A","Y","OPS 8790","1978-038A","10787"
"1978-118C","11926","ROCKET BODY","SL-12 R/B(2)","CIS","1978-12-19","TTMTR","","1417.30","11.67","50156","20680","","","0","LARGE","7289","1978","118","C","Y","SL-12 R/B(2)","1978-118C","11926"
"1979-007A","11256","PAYLOAD","SCATHA","US","1979-01-30","AFETR","","1418.31","15.04","42776","28100","","","0","LARGE","7289","1979","7","A","Y","SCATHA","1979-007A","11256"
"1979-007C","29000","ROCKET BODY","SCATHA AKM","US","1979-01-30","AFETR","","1417.46","14.99","42679","28163","","","0","SMALL","7289","1979","7","C","Y","SCATHA AKM","1979-007C","29000"
"1979-015D","13900","ROCKET BODY","SL-12 R/B(2)","CIS","1979-02-21","TTMTR","","1420.98","9.79","35517","35463","","","0","LARGE","7287","1979","15","D","Y","SL-12 R/B(2)","1979-015D","13900"
"1979-087C","17939","ROCKET BODY","SL-12 R/B(2)","CIS","1979-10-03","TTMTR","","1433.35","10.66","35872","35594","","","0","LARGE","7289","1979","87","C","Y","SL-12 R/B(2)","1979-087C","17939"
"1980-060F","14193","ROCKET BODY","SL-12 R/B(2)","CIS","1980-07-15","TTMTR","","1417.21","10.37","35476","35356","","","0","LARGE","7289","1980","60","F","Y","SL-12 R/B(2)","1980-060F","14193"
"1980-104E","12471","ROCKET BODY","SL-12 R/B(2)","CIS","1980-12-26","TTMTR","","1420.95","10.68","35626","35353","","","0","LARGE","7288","1980","104","E","Y","SL-12 R/B(2)","1980-104E","12471"
"1981-025C","12371","ROCKET BODY","TITAN 3C TRANSTAGE R/B","US","1981-03-16","AFETR","","1420.99","11.43","35700","35281","","","0","","7288","1981","25","C","Y","TITAN 3C TRANSTAGE R/B","1981-025C","12371"
"1981-027A","12351","PAYLOAD","RADUGA 8","CIS","1981-03-18","TTMTR","","1434.64","11.45","36101","35415","","","0","LARGE","7289","1981","27","A","Y","RADUGA 8","1981-027A","12351"
"1981-061F","12851","ROCKET BODY","SL-12 R/B(2)","CIS","1981-06-26","TTMTR","","1425.58","11.09","35605","35556","","","0","LARGE","7289","1981","61","F","Y","SL-12 R/B(2)","1981-061F","12851"
"1982-009F","14117","ROCKET BODY","SL-12 R/B(2)","CIS","1982-02-05","TTMTR","","1426.06","11.43","35753","35427","","","0","LARGE","7289","1982","9","F","Y","SL-12 R/B(2)","1982-009F","14117"
"1982-019B","13089","ROCKET BODY","TITAN 3C TRANSTAGE R/B","US","1982-03-06","AFETR","","1422.10","12.13","35574","35451","","","0","","7289","1982","19","B","Y","TITAN 3C TRANSTAGE R/B","1982-019B","13089"
"1982-093F","14115","ROCKET BODY","SL-12 R/B(2)","CIS","1982-09-16","TTMTR","","1422.12","11.31","35524","35501","","","0","LARGE","7289","1982","93","F","Y","SL-12 R/B(2)","1982-093F","14115"
"1983-016F","14086","ROCKET BODY","SL-12 R/B(2)","CIS","1983-03-12","TTMTR","","1424.30","11.46","35605","35506","","","0","LARGE","7288","1983","16","F","Y","SL-12 R/B(2)","1983-016F","14086"
"1983-100F","14394","ROCKET BODY","SL-12 R/B(2)","CIS","1983-09-29","TTMTR","","1425.06","11.84","35659","35481","","","0","LARGE","7288","1983","100","F","Y","SL-12 R/B(2)","1983-100F","14394"
"1984-009A","14675","PAYLOAD","OPS 0441","US","1984-01-31","AFETR","","1434.78","6.93","39490","32031","","","0","","7265","1984","9","A","Y","OPS 0441","1984-009A","14675"
"1984-028F","15139","ROCKET BODY","SL-12 R/B(2)","CIS","1984-03-16","TTMTR","","1419.69","11.64","35558","35371","","","0","LARGE","7289","1984","28","F","Y","SL-12 R/B(2)","1984-028F","15139"
"1984-037B","14931","ROCKET BODY","TITAN 34D TRANSTAGE R/B","US","1984-04-14","AFETR","","1423.39","12.87","35653","35422","","","0","","7285","1984","37","B","Y","TITAN 34D TRANSTAGE R/B","1984-037B","14931"
"1984-078A","15144","PAYLOAD","GORIZONT 10","CIS","1984-08-01","TTMTR","","1434.56","12.89","35773","35740","","","0","LARGE","7289","1984","78","A","Y","GORIZONT 10","1984-078A","15144"
"1984-090F","17875","ROCKET BODY","SL-12 R/B(2)","CIS","1984-08-24","TTMTR","","1422.10","12.13","35588","35437","","","0","LARGE","7286","1984","90","F","Y","SL-12 R/B(2)","1984-090F","17875"
"1984-129B","15454","ROCKET BODY","TITAN 34D TRANSTAGE R/B","US","1984-12-22","AFETR","","1423.47","14.01","35554","35524","","","0","","7287","1984","129","B","Y","TITAN 34D TRANSTAGE R/B","1984-129B","15454"
"1985-010D","15545","ROCKET BODY","IUS R/B(2)","US","1985-01-24","AFETR","","1428.41","16.61","35732","35540","","","0","","7289","1985","10","D","Y","IUS R/B(2)","1985-010D","15545"
"1985-015A","15560","PAYLOAD","ARABSAT 1A","AB","1985-02-08","FRGUI","","1434.31","14.35","35778","35725","","","0","LARGE","7289","1985","15","A","Y","ARABSAT 1A","1985-015A","15560"
"1985-024D","15630","ROCKET BODY","SL-12 R/B(2)","CIS","1985-03-22","TTMTR","","1422.49","12.40","35567","35473","","","0","LARGE","7288","1985","24","D","Y","SL-12 R/B(2)","1985-024D","15630"
"1985-035B","15678","PAYLOAD","TELECOM 1B","FR","1985-05-08","FRGUI","","1434.49","13.57","35779","35731","","","0","LARGE","7288","1985","35","B","Y","TELECOM 1B","1985-035B","15678"
"1985-048C","15825","PAYLOAD","ARABSAT 1B","AB","1985-06-17","AFETR","","1433.75","14.60","35822","35660","","","0","LARGE","7289","1985","48","C","Y","ARABSAT 1B","1985-048C","15825"
"1985-092E","16119","ROCKET BODY","IUS R/B(2)","US","1985-10-03","AFETR","","1424.55","13.85","35805","35316","","","0","","7289","1985","92","E","Y","IUS R/B(2)","1985-092E","16119"
"1985-102D","16214","ROCKET BODY","SL-12 R/B(2)","CIS","1985-10-25","TTMTR","","1431.18","13.10","35784","35597","","","0","LARGE","7287","1985","102","D","Y","SL-12 R/B(2)","1985-102D","16214"
"1986-038D","16732","ROCKET BODY","SL-12 R/B(2)","CIS","1986-05-24","TTMTR","","1420.51","12.65","35571","35391","","","0","LARGE","7289","1986","38","D","Y","SL-12 R/B(2)","1986-038D","16732"
"1986-090D","17125","ROCKET BODY","SL-12 R/B(2)","CIS","1986-11-18","TTMTR","","1434.81","13.64","35805","35718","","","0","LARGE","7289","1986","90","D","Y","SL-12 R/B(2)","1986-090D","17125"
"1987-073D","18331","ROCKET BODY","SL-12 R/B(2)","CIS","1987-09-03","TTMTR","","1420.33","13.07","35556","35399","","","0","LARGE","7289","1987","73","D","Y","SL-12 R/B(2)","1987-073D","18331"
"1987-091A","18443","PAYLOAD","COSMOS 1894","CIS","1987-10-28","TTMTR","","1434.47","13.81","35779","35730","","","0","LARGE","7289","1987","91","A","Y","COSMOS 1894","1987-091A","18443"
"1987-096D","18578","ROCKET BODY","SL-12 R/B(2)","CIS","1987-11-26","TTMTR","","1432.07","13.80","35782","35634","","","0","LARGE","7289","1987","96","D","Y","SL-12 R/B(2)","1987-096D","18578"
"1987-096G","44572","DEBRIS","COSMOS 1897 DEB","CIS","1987-11-26","TTMTR","","1433.57","13.84","35786","35688","","","0","SMALL","7288","1987","96","G","Y","COSMOS 1897 DEB","1987-096G","44572"
"1987-097B","18584","ROCKET BODY","TITAN 34D TRANSTAGE R/B","US","1987-11-29","AFETR","","1422.32","13.14","35528","35505","","","0","","7288","1987","97","B","Y","TITAN 34D TRANSTAGE R/B","1987-097B","18584"
"1987-100A","18631","PAYLOAD","RADUGA 21","CIS","1987-12-10","TTMTR","","1434.82","14.34","35778","35745","","","0","LARGE","7287","1987","100","A","Y","RADUGA 21","1987-100A","18631"
"1987-109D","18718","ROCKET BODY","SL-12 R/B(2)","CIS","1987-12-27","TTMTR","","1428.05","13.81","35879","35379","","","0","LARGE","7287","1987","109","D","Y","SL-12 R/B(2)","1987-109D","18718"
"1988-034A","19073","PAYLOAD","COSMOS 1940","CIS","1988-04-26","TTMTR","","1430.50","13.90","35743","35611","","","0","LARGE","7289","1988","34","A","Y","COSMOS 1940","1988-034A","19073"
"1988-036E","19094","ROCKET BODY","SL-12 R/B(2)","CIS","1988-05-06","TTMTR","","1424.17","13.41","35647","35459","","","0","LARGE","7289","1988","36","E","Y","SL-12 R/B(2)","1988-036E","19094"
"1988-071D","19400","ROCKET BODY","SL-12 R/B(2)","CIS","1988-08-18","TTMTR","","1431.96","13.98","35769","35642","","","0","LARGE","7285","1988","71","D","Y","SL-12 R/B(2)","1988-071D","19400"
"1988-091D","19550","ROCKET BODY","IUS R/B(2)","US","1988-09-29","AFETR","","1433.37","14.71","35797","35669","","","0","LARGE","7288","1988","91","D","Y","IUS R/B(2)","1988-091D","19550"
"1988-108D","19686","ROCKET BODY","SL-12 R/B(2)","CIS","1988-12-10","TTMTR","","1418.47","13.93","35496","35386","","","0","LARGE","7286","1988","108","D","Y","SL-12 R/B(2)","1988-108D","19686"
"1988-111A","19710","PAYLOAD","STTW-3","PRC","1988-12-22","XSC","","1434.97","15.08","35792","35737","","","0","LARGE","7286","1988","111","A","Y","STTW-3","1988-111A","19710"
"1989-020E","20800","ROCKET BODY","METEOSAT 4 AKM","ESA","1989-03-06","FRGUI","","1433.52","13.56","36254","35218","","","0","MEDIUM","7289","1989","20","E","Y","METEOSAT 4 AKM","1989-020E","20800"
"1989-021D","19913","ROCKET BODY","IUS R/B(2)","US","1989-03-13","AFETR","","1431.39","12.26","35798","35591","","","0","LARGE","7289","1989","21","D","Y","IUS R/B(2)","1989-021D","19913"
"1989-030A","19928","PAYLOAD","RADUGA 23","CIS","1989-04-14","TTMTR","","1434.89","14.27","35838","35688","","","0","LARGE","7288","1989","30","A","Y","RADUGA 23","1989-030A","19928"
"1989-041B","20041","PAYLOAD","DFS 1","GER","1989-06-05","FRGUI","","1430.49","14.90","35723","35630","","","0","LARGE","7289","1989","41","B","Y","DFS 1","1989-041B","20041"
"1989-046D","20069","ROCKET BODY","IUS R/B(2)","US","1989-06-14","AFETR","","1421.55","13.98","35699","35304","","","0","","7289","1989","46","D","Y","IUS R/B(2)","1989-046D","20069"
"1989-053A","20122","PAYLOAD","OLYMPUS 1","ESA","1989-07-12","FRGUI","","1420.58","14.43","35541","35424","","","0","LARGE","7287","1989","53","A","Y","OLYMPUS 1","1989-053A","20122"
"1989-069D","20205","ROCKET BODY","TITAN 34D TRANSTAGE R/B","US","1989-09-04","AFETR","","1422.34","13.87","35809","35225","","","0","","7289","1989","69","D","Y","TITAN 34D TRANSTAGE R/B","1989-069D","20205"
"1989-081D","20266","ROCKET BODY","SL-12 R/B(2)","CIS","1989-09-28","TTMTR","","1431.42","14.23","35824","35566","","","0","LARGE","7289","1989","81","D","Y","SL-12 R/B(2)","1989-081D","20266"
"1989-090B","20355","PAYLOAD","USA 48","US","1989-11-23","AFETR","","1429.52","18.21","36846","34469","","","0","","7273","1989","90","B","Y","USA 48","1989-090B","20355"
"1990-054D","20662","ROCKET BODY","SL-12 R/B(2)","CIS","1990-06-20","TTMTR","","1432.57","14.61","35798","35637","","","0","LARGE","7284","1990","54","D","Y","SL-12 R/B(2)","1990-054D","20662"
"1990-094D","20926","ROCKET BODY","SL-12 R/B(2)","CIS","1990-11-03","TTMTR","","1427.64","14.51","35773","35469","","","0","LARGE","7288","1990","94","D","Y","SL-12 R/B(2)","1990-094D","20926"
"1991-014A","21132","PAYLOAD","RADUGA 27","CIS","1991-02-28","TTMTR","","1434.77","15.26","35787","35734","","","0","LARGE","7288","1991","14","A","Y","RADUGA 27","1991-014A","21132"
"1991-046D","21536","ROCKET BODY","SL-12 R/B(2)","CIS","1991-07-01","TTMTR","","1426.71","14.58","35651","35555","","","0","LARGE","7288","1991","46","D","Y","SL-12 R/B(2)","1991-046D","21536"
"1991-080D","21807","ROCKET BODY","IUS R/B(2)","US","1991-11-24","AFETR","","1421.82","14.78","35605","35409","","","0","","7289","1991","80","D","Y","IUS R/B(2)","1991-080D","21807"
"1992-017D","21925","ROCKET BODY","SL-12 R/B(2)","CIS","1992-04-02","TTMTR","","1424.56","14.61","35672","35449","","","0","LARGE","7289","1992","17","D","Y","SL-12 R/B(2)","1992-017D","21925"
"1992-037C","22011","ROCKET BODY","IABS R/B","US","1992-07-02","AFETR","","1416.62","14.23","35507","35302","","","0","","7289","1992","37","C","Y","IABS R/B","1992-037C","22011"
"1992-059A","22112","PAYLOAD","COSMOS 2209","CIS","1992-09-10","TTMTR","","1434.49","14.94","35803","35707","","","0","LARGE","7287","1992","59","A","Y","COSMOS 2209","1992-059A","22112"
"1992-074D","22213","ROCKET BODY","SL-12 R/B(2)","CIS","1992-10-30","TTMTR","","1423.70","14.57","35642","35446","","","0","LARGE","7288","1992","74","D","Y","SL-12 R/B(2)","1992-074D","22213"
"1993-046C","22738","ROCKET BODY","IABS R/B","US","1993-07-19","AFETR","","1409.87","14.34","35635","34908","","","0","","7288","1993","46","C","Y","IABS R/B","1993-046C","22738"
"1993-069D","22883","ROCKET BODY","SL-12 R/B(2)","CIS","1993-10-28","TTMTR","","1433.25","14.77","35772","35690","","","0","LARGE","7285","1993","69","D","Y","SL-12 R/B(2)","1993-069D","22883"
"1994-009B","22989","ROCKET BODY","TITAN 4 CENTAUR R/B","US","1994-02-07","AFETR","","1431.68","13.77","35735","35665","","","0","","7288","1994","9","B","Y","TITAN 4 CENTAUR R/B","1994-009B","22989"
"1994-080A","23415","PAYLOAD","DFH-3 1","PRC","1994-11-29","XSC","","1426.26","14.80","36017","35170","","","0","LARGE","7289","1994","80","A","Y","DFH-3 1","1994-080A","23415"
"1994-082D","23429","ROCKET BODY","SL-12 R/B(2)","CIS","1994-12-16","TTMTR","","1428.70","14.66","35770","35513","","","0","LARGE","7288","1994","82","D","Y","SL-12 R/B(2)","1994-082D","23429"
"1994-082G","44582","DEBRIS","LUCH DEB","CIS","1994-12-16","TTMTR","","1429.95","14.69","35770","35562","","","0","SMALL","7287","1994","82","G","Y","LUCH DEB","1994-082G","44582"
"1994-084D","23438","ROCKET BODY","IUS R/B(2)","US","1994-12-22","AFETR","","1423.14","14.26","35552","35514","","","0","","6916","1994","84","D","Y","IUS R/B(2)","1994-084D","23438"
"1995-011D","23524","ROCKET BODY","HIMAWARI 5 AKM","JPN","1995-03-18","TNSTA","","1422.16","14.35","36462","34565","","","0","MEDIUM","7289","1995","11","D","Y","HIMAWARI 5 AKM","1995-011D","23524"
"1995-022B","23568","ROCKET BODY","TITAN 4 CENTAUR R/B","US","1995-05-14","AFETR","","1431.96","16.84","35758","35653","","","0","","7289","1995","22","B","Y","TITAN 4 CENTAUR R/B","1995-022B","23568"
"1995-035D","23615","ROCKET BODY","IUS R/B(2)","US","1995-07-13","AFETR","","1432.74","16.95","35766","35676","","","0","LARGE","7287","1995","35","D","Y","IUS R/B(2)","1995-035D","23615"
"1995-038C","23648","ROCKET BODY","ATLAS 2 CENTAUR R/B(2)","US","1995-07-31","AFETR","","1421.95","14.75","35574","35445","","","0","","7289","1995","38","C","Y","ATLAS 2 CENTAUR R/B(2)","1995-038C","23648"
"1995-060B","23713","ROCKET BODY","TITAN 401 CENTAUR R/B","US","1995-11-06","AFETR","","1431.65","14.00","35821","35578","","","0","","7289","1995","60","B","Y","TITAN 401 CENTAUR R/B","1995-060B","23713"
"1995-062A","23715","PAYLOAD","ISO","ESA","1995-11-17","FRGUI","","1411.56","0.66","70040","570","","","0","LARGE","7289","1995","62","A","Y","ISO","1995-062A","23715"
"1995-062C","24700","DEBRIS","ISO DEB","ESA","1995-11-17","FRGUI","","1434.60","6.39","70433","1081","","","0","MEDIUM","7289","1995","62","C","Y","ISO DEB","1995-062C","24700"
"1995-063D","23720","ROCKET BODY","SL-12 R/B(2)","CIS","1995-11-17","TTMTR","","1434.45","14.91","35921","35587","","","0","LARGE","7289","1995","63","D","Y","SL-12 R/B(2)","1995-063D","23720"
"1996-040B","23949","PAYLOAD","TURKSAT 1C","TURK","1996-07-09","FRGUI","","1434.64","8.69","35773","35743","","","0","LARGE","7289","1996","40","B","Y","TURKSAT 1C","1996-040B","23949"
"1996-042A","23967","PAYLOAD","UFO 7 (USA 127)","US","1996-07-25","AFETR","","1434.49","9.20","35797","35713","","","0","LARGE","7286","1996","42","A","Y","UFO 7 (USA 127)","1996-042A","23967"
